Compound ID;InChIKey;SMILES;logS;logP;MW
C8951;HVLUYXIJZLDNIS-UHFFFAOYSA-N;NCCc1cccs1;-0,3;1,95;127,21
C8952;JKZHBDBZNPVEOX-UHFFFAOYSA-M;COc1ccc(cc1C(C[N+](C)(C)C)(O)C)OC.[Cl-];-0,3;-1,38;289,8
C1519;BRUZQRBVNRKLJG-UHFFFAOYSA-N;CC(COC(=O)N)C;-0,3;1,44;117,15
C8953;WWXBHTZSYYGCSG-UHFFFAOYSA-N;NC(=O)Nc1ccc(cc1)[As](=O)(O)O;-0,29;-0,49;260,08
C1520;GNHMRTZZNHZDDM-UHFFFAOYSA-N;ClCCC#N;-0,28;1,14;89,52
C1521;CQRYARSYNCAZFO-UHFFFAOYSA-N;OCc1ccccc1O;-0,28;0,88;124,14
C1522;JYVLIDXNZAXMDK-RXMQYKEDSA-N;CCC[C@H](O)C;-0,28;1,17;88,15
C1523;MJCJFUJXVGIUOD-VIFPVBQESA-N;OC(=O)C[C@](C(C(=O)O)(C)C)(C(=O)O)C;-0,28;0,66;218,2
C8954;YCIHPQHVWDULOY-FMZCEJRJSA-N;CN([C@@H]1C(=O)C(=C([C@@]2([C@H]1C[C@H]1C(=C(O)c3c([C@@]1(C)O)cccc3O)C2=O)O)O)C(=O)N)C.Cl;-0,28;1,13;480,9
C8955;WFKAJVHLWXSISD-UHFFFAOYSA-N;CC(C(=O)N)C;-0,28;0,83;87,12
C8956;RDUHXGIIUDVSHR-UHFFFAOYSA-N;CCCCNCC(c1ccc(cc1)O)O;-0,28;2,21;209,29
C8957;BNPSSFBOAGDEEL-UHFFFAOYSA-N;OS(=O)(=O)O.OCc1cc(ccc1O)C(CNC(C)(C)C)O.OCc1cc(ccc1O)C(CNC(C)(C)C)O;-0,28;3,82;576,7
C8958;VVQUAWREPHCLDH-UHFFFAOYSA-N;Cc1cc(=O)c2n([nH]1)cnn2;-0,28;-0,27;150,14
C1524;FDPIMTJIUBPUKL-UHFFFAOYSA-N;CCC(=O)CC;-0,28;1,38;86,13
C8959;ZKNWCLWQEQMFBT-UHFFFAOYSA-N;Nc1ccc(cc1)C(=O)Oc1cccc(c1)[N+](C)(C)C.[Br-];-0,27;0,27;351,24
C8960;HTGRNYUXYDXTCF-UHFFFAOYSA-L;Cn1c2ccccc2c2c1c(C)[n+](CCC[N+](C)(C)C)cc2.[Br-].[Br-];-0,27;-2,97;457,25
C8961;ZJOVXIBMMPYJIH-UHFFFAOYSA-N;OCCN(C(=O)c1cc(OC)c(c(c1)OC)OC)CCO;-0,27;0,14;299,32
C1525;GXEKYRXVRROBEV-FBXFSONDSA-N;OC(=O)[C@@H]1[C@H]2CC[C@@H]([C@@H]1C(=O)O)O2;-0,27;-0,05;186,16
C8962;FVTVMQPGKVHSEY-UHFFFAOYSA-N;OC(=O)C1(N)CCC1;-0,26;0,65;115,13
C8963;XQACWEBGSZBLRG-UHFFFAOYSA-N;S=C=Nc1ccc(cc1)Br;-0,26;3,18;214,08
C8964;OIMCRYGRGHXRHC-UHFFFAOYSA-M;C[NH+](CCC[n+]1ccc2c(c1)cccc2)C.[Cl-].[Br-];-0,26;-5,33;331,68
C8965;DMEHMWWKTXHHMO-UHFFFAOYSA-L;c1cc[n+](cc1)CC[n+]1ccccc1.[Br-].[Br-];-0,26;-5,03;346,06
C8966;SIEFLIMNPRLFJI-UHFFFAOYSA-M;Cn1c(=O)n(C)c2c(c1=O)[nH]cn2.[Hg]CC(CN(C(=O)c1ccccc1OC)C(=O)[O-])OC.[Na+].O;-0,26;-0,64;687,02
C8967;PEHVGBZKEYRQSX-UHFFFAOYSA-N;Nc1ncnc2c1cc[nH]2;-0,26;1,12;134,14
C8968;HYKQYVSNFPWGKQ-UHFFFAOYSA-N;NC(=S)c1ccccn1;-0,26;1,42;138,19
C8969;UKGBSAONERBPNE-UHFFFAOYSA-N;OS(=O)(=O)O.NNCCOc1ccc(cc1)O;-0,26;1,75;266,27
C8970;VWSLLSXLURJCDF-UHFFFAOYSA-N;CC1=NCCN1;-0,26;-0,23;84,12
C8971;ZFUFAMMRSGTUQO-UHFFFAOYSA-N;CCOC(c1ccccc1)(c1ccccc1)C(=O)OCCN(C)C.Cl;-0,25;3,87;363,88
C8972;YUJCWMGBRDBPDL-UHFFFAOYSA-N;O=C1NC(=O)CC(C1)(C)C;-0,25;0,78;141,17
C8973;SXBBEBWJKCVUGH-UHFFFAOYSA-N;SCC(NCCC#N)(C)C.Cl;-0,25;2,39;194,73
C8974;NEGSZULJUBFMHT-UHFFFAOYSA-N;OCC(COc1ccccc1CO)O;-0,25;-0,09;198,22
C8975;ORRQJZMYQQDYDX-UHFFFAOYSA-N;CCOC(=O)CN(CC)CC;-0,25;0,89;159,23
C8976;FNOBLETXVSZOGS-UHFFFAOYSA-N;CCOC(=O)CCCN(C)C;-0,25;0,89;159,23
C8977;OGJPXUAPXNRGGI-UHFFFAOYSA-N;CCn1cc(C(=O)O)c(=O)c2c1cc(N1CCNCC1)c(c2)F;-0,25;1,66;319,33
C8978;YWXYYJSYQOXTPL-SLPGGIOYSA-N;[O-][N+](=O)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O;-0,25;-0,76;191,14
C8979;KPWDGTGXUYRARH-UHFFFAOYSA-N;OCC(Cl)(Cl)Cl;-0,25;1,35;149,4
C8980;XKVUYEYANWFIJX-UHFFFAOYSA-N;Cc1ccn[nH]1;-0,25;0,72;82,1
C8981;ZWAOHEXOSAUJHY-ZIYNGMLESA-N;C[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cc(F)c(=O)[nH]c1=O;-0,25;-1,69;246,19
C8982;WIOOTMZLCZPTDW-UHFFFAOYSA-N;NCCc1ccc(c(c1)OC)OC.Cl;-0,25;2,71;217,69
C8983;VVIZQGRJJPEJPT-RAIISBKQSA-N;C[n+]1c(C)cc(nc1N)Nc1ccc2c(c1)c(=N)cc(n2C)C.[Cl-].Cl;-0,25;0,38;381,3
C8984;TWAWHTJKASJPEK-UHFFFAOYSA-J;[O-]C(=O)CN(CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-].[Co+2].[Co+2];-0,25;-7,41;406,08
C8985;HPEMBKNBNFNSLU-UHFFFAOYSA-N;CCCCCNCCSS(=O)(=O)O;-0,24;2,77;227,35
C8986;YCYZCHCSBKTMDT-UHFFFAOYSA-N;OC(CN1CCOCC1)COc1cccc(c1)C(=O)C;-0,24;0,9;279,33
C1526;BZLVMXJERCGZMT-UHFFFAOYSA-N;COC(C)(C)C;-0,23;1,43;88,15
C1527;AQIXEPGDORPWBJ-UHFFFAOYSA-N;CCC(CC)O;-0,23;1,17;88,15
C1528;GUBGYTABKSRVRQ-QRZGKKJRSA-N;OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O;-0,23;-5,4;342,3
C8987;IWUCXVSUMQZMFG-AFCXAGJDSA-N;OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc(n1)C(=O)N;-0,23;-2,31;244,21
C8988;DDWXNUFFAFBJDG-UHFFFAOYSA-N;O=C1NC(=S)N(C1)C(=O)C;-0,23;-0,48;158,18
C8989;GMZVRMREEHBGGF-UHFFFAOYSA-N;NC(=O)CN1CCCC1=O;-0,23;-0,27;142,16
C8990;MFRUVSDIZTZFFL-UHFFFAOYSA-N;BrCCN(C)C.Br;-0,23;1,9;232,95
C8991;TUMNHQRORINJKE-UHFFFAOYSA-N;CCN(C(=O)N)CC;-0,23;1,11;116,16
C8992;SNPQRYOQWLOTFA-UHFFFAOYSA-N;CC1(C)NCCS1;-0,22;1,39;117,21
C8993;PCBOHSPTDSBFFP-UHFFFAOYSA-N;C=CCSC(c1ccccn1)C(=O)N.Cl;-0,22;3,03;244,74
C8994;DPRSKJHWKNHBOW-KCGFPETGSA-N;OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc2c1[nH]cnc2=O;-0,22;-1,66;267,24
C1529;NFACJZMKEDPNKN-VKHMYHEASA-N;COP(=O)([C@@H](C(Cl)(Cl)Cl)O)OC;-0,22;2,16;257,44
C1530;BAPJBEWLBFYGME-UHFFFAOYSA-N;COC(=O)C=C;-0,22;0,35;86,09
C1531;MCSAJNNLRCFZED-UHFFFAOYSA-N;[O-][N+](=O)CC;-0,22;0,81;75,07
C8995;XLYNVJJFQHWCEU-UHFFFAOYSA-N;NC(=O)c1ccc[n+](c1)Cc1ccccc1.[Cl-];-0,21;-1,17;248,71
C8996;PJVJTCIRVMBVIA-UHFFFAOYSA-N;CCOP(=O)(N(C)C)C#N;-0,21;1,26;162,13
C8997;LNVWRBNPXCUYJI-UHFFFAOYSA-N;Cc1[nH]nc(c1N)C;-0,21;1,19;111,15
C8998;DVVVPMHPSRJZQX-UHFFFAOYSA-N;CCN(c1ccccc1C)C(=O)N;-0,2;2,6;178,23
C8999;AHDSRXYHVZECER-UHFFFAOYSA-N;CN(Cc1cc(CN(C)C)c(c(c1)CN(C)C)O)C;-0,2;1,58;265,39
C9000;UJLMDGSRQDVCFZ-UHFFFAOYSA-N;CCNCCCNCCSP(=O)(O)O.CCNCCCNCCSP(=O)(O)O.O.O.O;-0,2;2,17;538,6
C9001;KCURWTAZOZXKSJ-JBMRGDGGSA-N;OC[C@H]1O[C@H]([C@H]([C@@H]1O)O)n1ccc(nc1=O)N.Cl;-0,2;-1,18;279,68
C9002;UBAYZMJYXBTDBB-UHFFFAOYSA-N;CN(C(=O)c1ccccc1O)C;-0,2;1,09;165,19
C1532;NOQGZXFMHARMLW-UHFFFAOYSA-N;CN(NC(=O)CCC(=O)O)C;-0,2;-0,17;160,17
C1533;MXLMTQWGSQIYOW-RXMQYKEDSA-N;C[C@H](C(C)C)O;-0,2;1,02;88,15
C1534;KDYFGRWQOYBRFD-UHFFFAOYSA-N;OC(=O)CCC(=O)O;-0,2;-0,06;118,09
C9003;PERZMHJGZKHNGU-XIGAONJHSA-N;OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O[C@H]3[C@H](O[C@@H]([C@@]([C@@H]3OC(=O)N)(C)O)C(=O)O)OP(=O)(OC[C@H](C(=O)O)OC/C=C(/CC/C=C/C(CCC(=C)C/C=C(/CCC=C(C)C)\C)(C)C)\C)O)[C@@H]([C@H]([C@@H]2O[C@@H]2OC(C)[C@H]([C@@H]([C@H]2NC(=O)C)O)O[C@@H]2O[C@H](C(=O)NC3=C(O)CCC3=O)[C@@H]([C@@H]([C@H]2O)O)O)O)NC(=O)C)[C@@H]([C@H]([C@@H]1O)O)O;-0,19;0,44;1583,57
C9004;BAQCROVBDNBEEB-UBYUBLNFSA-N;OC[C@H]1OC(O)[C@@H]([C@H]([C@@H]1O)O)NC(=O)c1c(I)c(NC(=O)C)c(c(c1I)N(C(=O)C)C)I;-0,19;0,44;789,1
C9005;WOUDXEYYJPOSNE-VKZDFBPFSA-N;OC[C@@]([C@@H]([C@@]12OCCC(=C)[C@@](C(=O)N1)(NC2=O)O)O)(O)C;-0,19;-2,64;302,28
C9006;VEZDUYOIFCALMU-UHFFFAOYSA-N;NCCCNCC(CSP(=O)(O)O)C.NCCCNCC(CSP(=O)(O)O)C.O.O.O.O.O;-0,19;2,63;574,63
C9007;XOAAWQZATWQOTB-UHFFFAOYSA-N;NCCS(=O)(=O)O;-0,19;0,61;125,15
C1535;XNLICIUVMPYHGG-UHFFFAOYSA-N;CCCC(=O)C;-0,19;1,38;86,13
C1536;FERIUCNNQQJTOY-UHFFFAOYSA-N;CCCC(=O)O;-0,19;0,87;88,11
C9008;WLCJLILAPNEMNQ-UHFFFAOYSA-M;[O-][Cl](=O)(=O)=O.CC(=CC=CN1CCCC1)C=[N+]1CCCC1;-0,18;2,53;318,8
C9009;DGIAUNUPXILTJW-VRWDCWMNSA-N;O=C(Nc1c(I)cc(c(c1I)C(=O)O)I)CCCCC(=O)Nc1c(I)cc(c(c1I)C(=O)O)I.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O;-0,18;1,06;1530,19
C9010;KIKLDWULAZATJG-YZZSNFJZSA-M;COc1ccc2c3c1O[C@@H]1[C@@]43CC[N+]([C@H](C2)[C@@H]4C=C[C@@H]1O)(C)C.[Br-];-0,18;-1,39;394,3
C9011;BDWRWXCLAKVGMM-UHFFFAOYSA-N;OS(=O)(=O)SCCNCc1ccccc1;-0,17;2,78;247,33
C9012;JKNCOURZONDCGV-UHFFFAOYSA-N;CN(CCOC(=O)C(=C)C)C;-0,17;0,67;157,21
C1537;UWSDONTXWQOZFN-UHFFFAOYSA-N;O=NN1CCCCC1;-0,17;1,09;114,15
C1538;KSCFJBIXMNOVSH-ZCFIWIBFSA-N;OC[C@@H](Cn1cnc2c1c(=O)n(C)c(=O)n2C)O;-0,17;-2,21;254,24
C1539;KAESVJOAVNADME-UHFFFAOYSA-N;c1ccc[nH]1;-0,17;1,01;67,09
C1540;QIGBRXMKCJKVMJ-UHFFFAOYSA-N;Oc1ccc(cc1)O;-0,17;1,1;110,11
C1541;IMPKVMRTXBRHRB-JDCCYXBGSA-N;O[C@@H]1C[C@H](O)[C@H]([C@@H]([C@H]1O)O)O;-0,17;-2,81;164,16
C9013;XGRPZMQMSBNEOX-UHFFFAOYSA-N;C[NH2+]CC(c1cc(OC)ccc1OC)O.[Cl-];-0,16;-3,07;247,72
C9014;KGHXFBVYXDFJGG-UHFFFAOYSA-N;CC(=O)Oc1ccccc1C(=O)N;-0,16;1,41;179,17
C9015;NPIJXCQZLFKBMV-YTGGZNJNSA-L;CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1[N+]1(C)CCCCC1)C)CC[C@]1([C@H]3C[C@@H]([C@@H]1OC(=O)C)[N+]1(C)CCCCC1)C.[Br-].[Br-];-0,16;0,04;732,67
C9016;OIICUUGPVAEJSH-UHFFFAOYSA-M;CC[N+](Cc1ccccc1Br)(C)C.[Br-];-0,16;0,05;323,07
C9017;GEPMAHVDJHFBJI-UHFFFAOYSA-N;OC(=O)c1cccnc1.OCCN(CC(Cn1cnc2c1c(=O)n(C)c(=O)n2C)O)C;-0,16;-1,5;434,45
C9018;QTENRWWVYAAPBI-YCRXJPFRSA-N;OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OC[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H]([C@H]([C@@H]3N=C(N)N)O)N=C(N)N)O[C@H]([C@]2(O)C=O)C)[C@H]([C@@H]([C@H]1O)O)NC.OC[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H]([C@H]([C@@H]3N=C(N)N)O)N=C(N)N)O[C@H]([C@]2(O)C=O)C)[C@H]([C@@H]([C@H]1O)O)NC;-0,16;-8,65;1457,38
C9019;FEQOAJFIPPBRLL-UHFFFAOYSA-N;CC(COc1ccc(cc1N)[As](=O)(O)O)O;-0,16;-0,83;291,13
C9020;GRKZBWJKCYATKH-UHFFFAOYSA-N;COP(=O)(CCOC(=O)C)OC;-0,15;1,04;196,14
C9021;GIXDPYOACOYPDO-UHFFFAOYSA-M;COS(=O)(=O)[O-].CCOP(=O)(SCC[N+](c1ccccc1)(C)C)C;-0,15;4,02;399,46
C9022;OUFRIWNNMFWZTM-UHFFFAOYSA-M;Nc1ccc(cc1)[As](=O)(O)[O-].[Na+];-0,15;-0,15;239,04
C9023;BFQXGKXWUIMFSH-UHFFFAOYSA-N;CC(CNCCSS(=O)(=O)O)(C)C;-0,15;2,63;227,35
C9024;QCGRMMZPZDAITA-UHFFFAOYSA-N;OCCCn1cnc2c1c(=O)n(C)c(=O)n2C;-0,15;-1,18;238,24
C9025;WQABCVAJNWAXTE-UHFFFAOYSA-N;OCC(CS)S;-0,15;0,21;124,23
C9026;PAXGOFRYFNADFZ-UHFFFAOYSA-N;CN1CCc2c(C1)ccc(c2)O.Cl;-0,15;2,12;199,68
C9027;GCVHYGRJLCAOGI-UHFFFAOYSA-N;S=C1CCCCN1;-0,15;1,42;115,2
C9028;WWISPHBAYBECQZ-UHFFFAOYSA-N;CC1NC(=O)C(NC1=O)C;-0,15;-0,33;142,16
C9029;WNPCZRJBOPAEFM-UHFFFAOYSA-N;OS(=O)(=O)O.CCN(CCN=C(N)N)CC;-0,15;1,43;256,32
C1542;LQAVWYMTUMSFBE-UHFFFAOYSA-N;OCCCC=C;-0,15;0,94;86,13
C9030;UUVDJIWRSIJEBS-UHFFFAOYSA-N;COc1ccc(cn1)N;-0,14;1,25;124,14
C9031;YPVRJHARGFOWMD-UHFFFAOYSA-N;NCCNCCCC(=O)c1ccccc1;-0,14;2,29;206,28
C9032;PRSGGQYVNLJACX-CHHCPSLASA-N;O=[NH+]/C=c/1\n(COCc2ccccc2)ccn1C.[Cl-];-0,14;-3,13;281,74
C9033;IFQSXNOEEPCSLW-DKWTVANSSA-N;N[C@H](C(=O)O)CS.Cl;-0,14;0,83;157,62
C9034;QRUSNTDXJQBKBI-UHFFFAOYSA-N;CCC12COP(OC1)OC2;-0,14;1,69;162,12
C9035;UHDGCWIWMRVCDJ-XVFCMESISA-N;OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc(nc1=O)N;-0,14;-1,98;243,22
C9036;GUBNMFJOJGDCEL-UHFFFAOYSA-N;CCN(CCOC(=O)C1(CCCCC1)C1CCCCC1)CC.Cl;-0,14;5,2;345,95
C1543;ZMANZCXQSJIPKH-UHFFFAOYSA-N;CCN(CC)CC;-0,14;1,35;101,19
C1544;RJUFJBKOKNCXHH-UHFFFAOYSA-N;CCC(=O)OC;-0,14;0,57;88,11
C9037;BBAWQAHNHLAYFY-UHFFFAOYSA-N;CC(C(c1ccc(cc1)C)O)N.Cl;-0,13;2,88;201,69
C9038;BPPMPRBFXKFHSD-UHFFFAOYSA-N;Cc1cccc(c1)C(C([NH3+])C)O.[Cl-];-0,13;-2,34;201,69
C9039;VCMGMSHEPQENPE-UHFFFAOYSA-N;CNC1(CCCCC1=O)c1ccccc1Cl.Cl;-0,13;4,09;274,19
C9040;NUGLIYXAARVRPQ-UHFFFAOYSA-N;[O-][N+](=O)c1nccn1CC(CO)O;-0,13;-0,33;187,15
C9041;JPVKCHIPRSQDKL-UHFFFAOYSA-N;Nc1cccc(c1)S(=O)(=O)N;-0,13;2,28;172,21
C9042;QISTUHYRFABJSG-UHFFFAOYSA-N;CN1CCN(C1c1ccccc1)C;-0,13;1,44;176,26
C9043;OBZJZDHRXBKKTJ-JTFADIMSSA-N;OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cc(c2c1ncnc2N)C(=O)N;-0,13;-0,99;309,28
C1545;VVNCNSJFMMFHPL-VKHMYHEASA-N;N[C@H](C(S)(C)C)C(=O)O;-0,13;0,81;149,21
C9044;IMLAIXAZMVDRGA-UHFFFAOYSA-N;NCCOc1ccccc1;-0,12;1,72;137,18
C9045;OVGLVOLWBBGQHS-DUXPYHPUSA-N;CC(=O)/C=N/O;-0,12;0,04;87,08
C9046;MGFZNWDWOKASQZ-UMLIZJHQSA-M;COc1cccc(c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)[O-])(C)C)OC.[Na+];-0,12;-0,06;402,4
C9047;YGRFXPCHZBRUKP-UHFFFAOYSA-N;COc1ccc(c(c1)C(C(N)C)O)OC.Cl;-0,12;2,59;247,72
C9048;KOXGZZKWEVONRZ-UHFFFAOYSA-N;COc1cc(OC)ccc1C(C([NH3+])C)O.[Cl-];-0,12;-2,63;247,72
C9049;OAOBMEMWHJWPNA-UHFFFAOYSA-N;Nc1ccc(cc1)P(=O)(O)O;-0,12;0,65;173,11
C9050;UPCYEFFISUGBRW-UHFFFAOYSA-N;CCN1C(=S)SCC1=O;-0,12;0,8;161,25
C9051;PSIKPHJLTVSQFO-UHFFFAOYSA-N;NNC(=O)CC(=O)NN;-0,12;-0,46;132,12
C1546;BIGRRCHSUAXSEE-UHFFFAOYSA-N;Cc1ncc2c(n1)nccn2;-0,12;0,73;146,15
C1547;SYBYTAAJFKOIEJ-UHFFFAOYSA-N;CC(=O)C(C)C;-0,12;1,23;86,13
C9052;XWMWUNNOHGBMRT-UHFFFAOYSA-M;Cc1ccc(cc1)C(=O)Oc1cccc(c1)[N+](C)(C)C.[Br-];-0,11;0,41;350,25
C9053;WOBHKFSMXKNTIM-UHFFFAOYSA-N;CC(=C)C(=O)OCCO;-0,11;0,1;130,14
C1548;DEWLEGDTCGBNGU-UHFFFAOYSA-N;ClCC(CCl)O;-0,11;0,82;128,99
C9054;JIVSXRLRGOICGA-UHFFFAOYSA-N;CN(CCCN1c2ccccc2Sc2c1cccc2)C.Cl;-0,1;5,11;320,88
C9055;WUXLCJZUUHIXFY-FFHNEAJVSA-N;OP(=O)(O)O.COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@H]4C=C[C@@H]1O)C;-0,1;0,51;397,36
C9056;YVSCOIUNVKGTND-UHFFFAOYSA-N;C1COC2(C1)CCCO2;-0,1;1,3;128,17
C9057;KIUPQKLADOGVNI-UHFFFAOYSA-M;C[N+](CCCCN1CC2CCCC(C1)C2)(C)C.[I-];-0,1;-0,46;366,33
C9058;ABBQHOQBGMUPJH-UHFFFAOYSA-M;[O-]C(=O)c1ccccc1O.[Na+];-0,1;-0,24;160,1
C9059;FUFVKLQESJNNAN-ZZJGABIISA-M;OC(c1ccccc1)C(=O)OC1C[C@@H]2CC[C@H](C1)[N+]2(C)C.[Br-];-0,1;-1;370,28
C1549;HYBBIBNJHNGZAN-UHFFFAOYSA-N;O=Cc1ccco1;-0,1;1,09;96,08
C9060;OXONWCQUZYDTNF-UHFFFAOYSA-N;OCC#CC#CC#CC(=O)N;-0,09;-0,83;147,13
C9061;OTSKHUNLOQPIGN-UHFFFAOYSA-N;CC1C(=O)N(C)C(=O)N(C1=O)C;-0,09;-0,45;170,17
C9062;KGBXLFKZBHKPEV-UHFFFAOYSA-N;OB(O)O;-0,09;-2,05;61,83
C9063;OBZDRKHRQYPQDZ-SACNDDTHSA-N;OS(=O)(=O)O.CN[C@H]1[C@H](O)[C@H]2O[C@@H]3O[C@H](C)CC(=O)[C@@]3(O[C@@H]2[C@H]([C@H]1O)NC)O.O.O.O.O;-0,09;-1,97;502,49
C1550;AYFVYJQAPQTCCC-PWNYCUMCSA-N;C[C@H]([C@H](C(=O)O)N)O;-0,09;-0,52;119,12
C1551;RTZKZFJDLAIYFH-UHFFFAOYSA-N;CCOCC;-0,09;1,04;74,12
C1552;RENMDAKOXSCIGH-UHFFFAOYSA-N;ClCC#N;-0,09;0,75;75,5
C9064;FZGAXGPIOLWEAX-UHFFFAOYSA-N;CCC(C(c1ccccc1)O)N.Cl;-0,08;2,96;201,69
C9065;XLPADAMZRYURRP-UHFFFAOYSA-N;NCCCNC(CS)(C)C.Cl.Cl;-0,08;3,33;235,22
C9066;ZHVLGOLHHYJSBZ-UHFFFAOYSA-N;OP(=O)(O)O.CC(Cc1ccccc1)N;-0,08;1,35;233,2
C9067;IAPHXJRHXBQDQJ-WKMWQDDRSA-N;O=C1OCC2=CCN3[C@H]2[C@@H](CC3)OC(=O)[C@@]2(C[C@H]([C@@]1(C)O)C)O[C@H]2C;-0,08;0,34;351,39
C9068;VGJWVEYTYIBXIA-UHFFFAOYSA-N;OC(C(F)(F)F)O;-0,08;-0,14;116,04
C9069;FRUIYGAEJNTDCA-UHFFFAOYSA-M;O=C1C=C/C(=N/c2ccc(cc2)[O-])/C=C1.[Na+];-0,08;2,6;221,19
C9070;PTVWPYVOOKLBCG-UHFFFAOYSA-N;OCC(CN1CCN(CC1)c1ccccc1)O;-0,08;0,16;236,31
C9071;WGJCBBASTRWVJL-UHFFFAOYSA-N;S=C1NCCS1;-0,08;0,94;119,21
C9072;VBATUBQIYXCZPA-UHFFFAOYSA-N;CC(C#C)(C=C)O;-0,08;0,56;96,13
C9073;XWXMBIPBKQHNOU-UHFFFAOYSA-N;FCCNCCCl.Cl;-0,07;1,98;162,03
C9074;YXJLHNFODZRWOV-UHFFFAOYSA-N;OS(=O)(=O)SCCNCC1CCC1;-0,07;2,38;225,33
C9075;DAFOCGYVTAOKAJ-UHFFFAOYSA-N;NCC(c1ccccc1)CC(=O)O;-0,07;1,9;179,22
C9076;INYFNNKRGLROQV-UHFFFAOYSA-N;S=C1NC2C(N1)CCCC2;-0,07;1,43;156,25
C9077;SQYNKIJPMDEDEG-UHFFFAOYSA-N;CC1OC(C)OC(O1)C;-0,07;1,09;132,16
C9078;XLMPYCGSRHSSSX-UHFFFAOYSA-N;CC(=O)C(S)C;-0,07;0,89;104,17
C9079;QNPIQYMRMOUVIP-UHFFFAOYSA-M;O=C(c1ccccc1)Oc1ccccc1C[N+](C)(C)C.[Br-];-0,07;0,12;350,25
C1553;KGVPNLBXJKTABS-UHFFFAOYSA-N;Oc1noc(c1)C;-0,07;0,69;99,09
C9080;KBHMEHLJSZMEMI-KSYZLYKTSA-N;OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)c1[nH]nc2c1ncnc2N;-0,06;-1,33;267,24
C9081;WFENCVFYUBXRSH-UHFFFAOYSA-N;[O-]C(=O)C.CCCCCCCCCCCC[n+]1c(C)cc(c2c1cccc2)N;-0,06;5,28;386,57
C9082;DUGOZIWVEXMGBE-UHFFFAOYSA-N;COC(=O)C(c1ccccc1)C1CCCCN1;-0,06;2,41;233,31
C9083;NRFJZTXWLKPZAV-UHFFFAOYSA-N;CC(=O)NC1CCSC1=O;-0,06;0,55;159,21
C9084;ODFJOVXVLFUVNQ-UHFFFAOYSA-N;CC(=O)Nc1cc(ccc1O)[As](=O)(O)O;-0,06;-1,02;275,09
C9085;YSUCWSWKRIOILX-UHFFFAOYSA-N;N/C(=N\CCc1ccccc1)/N=C(N)N.Cl;-0,06;2,72;241,72
C1554;RSBRXBZGVHQUJK-GSVOUGTGSA-N;CC[C@H]1NC(=O)NC1=O;-0,05;0,26;128,13
C1555;RMGHERXMTMUMMV-UHFFFAOYSA-N;COC(C)C;-0,05;1,04;74,12
C9086;PBPMFHCGVZTYHV-UHFFFAOYSA-N;CN(CCNc1ccccn1)C;-0,05;1,13;165,24
C9087;WJAJPNHVVFWKKL-UHFFFAOYSA-N;COc1ccc(c(c1)C(C(N)C)O)OC;-0,05;1,78;211,26
C9088;HXUAXLUDTCGASZ-UHFFFAOYSA-M;CCCCCCC1(CC)C(=O)NC(=NC1=O)[O-].[Na+];-0,05;1,56;262,28
C9089;FVGJURXBWORGKL-JEDNCBNOSA-N;O=c1[nH]c(=O)[nH]c(c1)C(=O)O.NCCCC[C@@H](C(=O)O)N;-0,04;-0,31;302,28
C9090;KOLZZKRWBHRCBJ-UHFFFAOYSA-N;NCCCCCF;-0,04;1,79;105,15
C9091;IJOIPPSHQCEBDH-UHFFFAOYSA-N;C1CN2CCO[Si](O1)(OCC2)c1ccccc1;-0,04;0,15;251,35
C1556;XEKOWRVHYACXOJ-UHFFFAOYSA-N;CCOC(=O)C;-0,03;0,57;88,11
C9092;VDNNHBMWPQQUCI-UHFFFAOYSA-N;COCCNCC(COc1ccccc1)O;-0,03;1,05;225,28
C9093;NIGAUKVBFJZEHV-UHFFFAOYSA-N;ON=C(C(=O)N)C(=O)N;-0,03;-0,81;131,09
C9094;QLUPQWGVSUSFPS-UHFFFAOYSA-N;CS(=O)CCn1ccnc1[N+](=O)[O-];-0,03;1,56;203,22
C1557;DHXVGJBLRPWPCS-UHFFFAOYSA-N;C1CCCOC1;-0,02;1,19;86,13
